 ID            arrival time                                Transaction time                                          Transactionduration
36                   J2:07                                            okka                                                           2
492                   J2:07                                            okka                                                           2
718                   J2:07                                            okka                                                           2
814                   J2:07                                            okka                                                           2
681                   J2:07                                            okka                                                           2
43                   J2:07                                            okka                                                           2
879                   J2:07                                            okka                                                           2
427                   J2:07                                            okka                                                           2
146                   J2:07                                            okka                                                           2
306                   J2:07                                            okka                                                           2
730                   J2:07                                            okka                                                           2
738                   J2:07                                            okka                                                           2
748                   J2:07                                            okka                                                           2
500                   J2:07                                            okka                                                           2
665                   J2:07                                            okka                                                           2
407                   J2:07                                            okka                                                           2
186                   J2:07                                            okka                                                           2
226                   J2:07                                            okka                                                           2
50                   J2:07                                            okka                                                           2
31                   J2:07                                            okka                                                           2
646                   J2:07                                            okka                                                           2
309                   J2:07                                            okka                                                           2
845                   J2:07                                            okka                                                           2
923                   J2:07                                            okka                                                           2
894                   J2:07                                            okka                                                           2
618                   J2:07                                            okka                                                           2
778                   J2:07                                            okka                                                           2
55                   J2:07                                            okka                                                           2
227                   J2:07                                            okka                                                           2
745                   J2:07                                            okka                                                           2
431                   J2:07                                            okka                                                           2
648                   J2:07                                            okka                                                           2
160                   J2:07                                            okka                                                           2
613                   J2:07                                            okka                                                           2
819                   J2:07                                            okka                                                           2
59                   J2:07                                            okka                                                           2
804                   J2:07                                            okka                                                           2
106                   J2:07                                            okka                                                           2
750                   J2:07                                            okka                                                           2
85                   J2:07                                            okka                                                           2
354                   J2:07                                            okka                                                           2
236                   J2:07                                            okka                                                           2
677                   J2:07                                            okka                                                           2
591                   J2:07                                            okka                                                           2
101                   J2:07                                            okka                                                           2
652                   J2:07                                            okka                                                           2
690                   J2:07                                            okka                                                           2
967                   J2:07                                            okka                                                           2
313                   J2:07                                            okka                                                           2
538                   J2:07                                            okka                                                           2
149                   J2:07                                            okka                                                           2
904                   J2:07                                            okka                                                           2
646                   J2:07                                            okka                                                           2
575                   J2:07                                            okka                                                           2
359                   J2:07                                            okka                                                           2
405                   J2:07                                            okka                                                           2
450                   J2:07                                            okka                                                           2
936                   J2:07                                            okka                                                           2
195                   J2:07                                            okka                                                           2
320                   J2:07                                            okka                                                           2
426                   J2:07                                            okka                                                           2
937                   J2:07                                            okka                                                           2
26                   J2:07                                            okka                                                           2
719                   J2:07                                            okka                                                           2
54                   J2:07                                            okka                                                           2
753                   J2:07                                            okka                                                           2
112                   J2:07                                            okka                                                           2
744                   J2:07                                            okka                                                           2
788                   J2:07                                            okka                                                           2
853                   J2:07                                            okka                                                           2
568                   J2:07                                            okka                                                           2
783                   J2:07                                            okka                                                           2
664                   J2:07                                            okka                                                           2
485                   J2:07                                            okka                                                           2
11                   J2:07                                            okka                                                           2
517                   J2:07                                            okka                                                           2
771                   J2:07                                            okka                                                           2
331                   J2:07                                            okka                                                           2
802                   J2:07                                            okka                                                           2
475                   J2:07                                            okka                                                           2
49                   J2:07                                            okka                                                           2
831                   J2:07                                            okka                                                           2
287                   J2:07                                            okka                                                           2
524                   J2:07                                            okka                                                           2
586                   J2:07                                            okka                                                           2
589                   J2:07                                            okka                                                           2
138                   J2:07                                            okka                                                           2
420                   J2:07                                            okka                                                           2
357                   J2:07                                            okka                                                           2
534                   J2:07                                            okka                                                           2
355                   J2:07                                            okka                                                           2
20                   J2:07                                            okka                                                           2
103                   J2:07                                            okka                                                           2
580                   J2:07                                            okka                                                           2
648                   J2:07                                            okka                                                           2
199                   J2:07                                            okka                                                           2
902                   J2:07                                            okka                                                           2
394                   J2:07                                            okka                                                           2
737                   J2:07                                            okka                                                           2
991                   J2:07                                            okka                                                           2
644                   J2:07                                            okka                                                           2
48                   J2:07                                            okka                                                           2
344                   J2:07                                            okka                                                           2
711                   J2:07                                            okka                                                           2
496                   J2:07                                            okka                                                           2
216                   J2:07                                            okka                                                           2
734                   J2:07                                            okka                                                           2
492                   J2:07                                            okka                                                           2
131                   J2:07                                            okka                                                           2
892                   J2:07                                            okka                                                           2
81                   J2:07                                            okka                                                           2
126                   J2:07                                            okka                                                           2
664                   J2:07                                            okka                                                           2
699                   J2:07                                            okka                                                           2
906                   J2:07                                            okka                                                           2
398                   J2:07                                            okka                                                           2
300                   J2:07                                            okka                                                           2
683                   J2:07                                            okka                                                           2
308                   J2:07                                            okka                                                           2
152                   J2:07                                            okka                                                           2
510                   J2:07                                            okka                                                           2
717                   J2:07                                            okka                                                           2
737                   J2:07                                            okka                                                           2
378                   J2:07                                            okka                                                           2
237                   J2:07                                            okka                                                           2
983                   J2:07                                            okka                                                           2
416                   J2:07                                            okka                                                           2
534                   J2:07                                            okka                                                           2
509                   J2:07                                            okka                                                           2
908                   J2:07                                            okka                                                           2
547                   J2:07                                            okka                                                           2
984                   J2:07                                            okka                                                           2
75                   J2:07                                            okka                                                           2
24                   J2:07                                            okka                                                           2
953                   J2:07                                            okka                                                           2
729                   J2:07                                            okka                                                           2
419                   J2:07                                            okka                                                           2
384                   J2:07                                            okka                                                           2
226                   J2:07                                            okka                                                           2
288                   J2:07                                            okka                                                           2
566                   J2:07                                            okka                                                           2
654                   J2:07                                            okka                                                           2
96                   J2:07                                            okka                                                           2
998                   J2:07                                            okka                                                           2
638                   J2:07                                            okka                                                           2
222                   J2:07                                            okka                                                           2
970                   J2:07                                            okka                                                           2
244                   J2:07                                            okka                                                           2
204                   J2:07                                            okka                                                           2
718                   J2:07                                            okka                                                           2
796                   J2:07                                            okka                                                           2
589                   J2:07                                            okka                                                           2
910                   J2:07                                            okka                                                           2
8                   J2:07                                            okka                                                           2
45                   J2:07                                            okka                                                           2
504                   J2:07                                            okka                                                           2
398                   J2:07                                            okka                                                           2
525                   J2:07                                            okka                                                           2
965                   J2:07                                            okka                                                           2
866                   J2:07                                            okka                                                           2
32                   J2:07                                            okka                                                           2
214                   J2:07                                            okka                                                           2
465                   J2:07                                            okka                                                           2
876                   J2:07                                            okka                                                           2
94                   J2:07                                            okka                                                           2
445                   J2:07                                            okka                                                           2
961                   J2:07                                            okka                                                           2
211                   J2:07                                            okka                                                           2
524                   J2:07                                            okka                                                           2
165                   J2:07                                            okka                                                           2
869                   J2:07                                            okka                                                           2
474                   J2:07                                            okka                                                           2
22                   J2:07                                            okka                                                           2
180                   J2:07                                            okka                                                           2
118                   J2:07                                            okka                                                           2
402                   J2:07                                            okka                                                           2
497                   J2:07                                            okka                                                           2
11                   J2:07                                            okka                                                           2
516                   J2:07                                            okka                                                           2
466                   J2:07                                            okka                                                           2
609                   J2:07                                            okka                                                           2
934                   J2:07                                            okka                                                           2
55                   J2:07                                            okka                                                           2
595                   J2:07                                            okka                                                           2
294                   J2:07                                            okka                                                           2
915                   J2:07                                            okka                                                           2
621                   J2:07                                            okka                                                           2
23                   J2:07                                            okka                                                           2
85                   J2:07                                            okka                                                           2
706                   J2:07                                            okka                                                           2
69                   J2:07                                            okka                                                           2
139                   J2:07                                            okka                                                           2
454                   J2:07                                            okka                                                           2
302                   J2:07                                            okka                                                           2
653                   J2:07                                            okka                                                           2
723                   J2:07                                            okka                                                           2
906                   J2:07                                            okka                                                           2
40                   J2:07                                            okka                                                           2
395                   J2:07                                            okka                                                           2
813                   J2:07                                            okka                                                           2
687                   J2:07                                            okka                                                           2
575                   J2:07                                            okka                                                           2
919                   J2:07                                            okka                                                           2
116                   J2:07                                            okka                                                           2
550                   J2:07                                            okka                                                           2
331                   J2:07                                            okka                                                           2
408                   J2:07                                            okka                                                           2
149                   J2:07                                            okka                                                           2
929                   J2:07                                            okka                                                           2
673                   J2:07                                            okka                                                           2
869                   J2:07                                            okka                                                           2
781                   J2:07                                            okka                                                           2
952                   J2:07                                            okka                                                           2
535                   J2:07                                            okka                                                           2
825                   J2:07                                            okka                                                           2
473                   J2:07                                            okka                                                           2
13                   J2:07                                            okka                                                           2
615                   J2:07                                            okka                                                           2
599                   J2:07                                            okka                                                           2
901                   J2:07                                            okka                                                           2
605                   J2:07                                            okka                                                           2
543                   J2:07                                            okka                                                           2
505                   J2:07                                            okka                                                           2
118                   J2:07                                            okka                                                           2
184                   J2:07                                            okka                                                           2
199                   J2:07                                            okka                                                           2
493                   J2:07                                            okka                                                           2
337                   J2:07                                            okka                                                           2
288                   J2:07                                            okka                                                           2
198                   J2:07                                            okka                                                           2
385                   J2:07                                            okka                                                           2
301                   J2:07                                            okka                                                           2
648                   J2:07                                            okka                                                           2
338                   J2:07                                            okka                                                           2
484                   J2:07                                            okka                                                           2
340                   J2:07                                            okka                                                           2
399                   J2:07                                            okka                                                           2
384                   J2:07                                            okka                                                           2
317                   J2:07                                            okka                                                           2
84                   J2:07                                            okka                                                           2
125                   J2:07                                            okka                                                           2
773                   J2:07                                            okka                                                           2
852                   J2:07                                            okka                                                           2
383                   J2:07                                            okka                                                           2
30                   J2:07                                            okka                                                           2
275                   J2:07                                            okka                                                           2
911                   J2:07                                            okka                                                           2
365                   J2:07                                            okka                                                           2
719                   J2:07                                            okka                                                           2
822                   J2:07                                            okka                                                           2
855                   J2:07                                            okka                                                           2
160                   J2:07                                            okka                                                           2
918                   J2:07                                            okka                                                           2
803                   J2:07                                            okka                                                           2
174                   J2:07                                            okka                                                           2
231                   J2:07                                            okka                                                           2
960                   J2:07                                            okka                                                           2
813                   J2:07                                            okka                                                           2
354                   J2:07                                            okka                                                           2
726                   J2:07                                            okka                                                           2
277                   J2:07                                            okka                                                           2
686                   J2:07                                            okka                                                           2
961                   J2:07                                            okka                                                           2
659                   J2:07                                            okka                                                           2
465                   J2:07                                            okka                                                           2
332                   J2:07                                            okka                                                           2
203                   J2:07                                            okka                                                           2
395                   J2:07                                            okka                                                           2
485                   J2:07                                            okka                                                           2
506                   J2:07                                            okka                                                           2
891                   J2:07                                            okka                                                           2
588                   J2:07                                            okka                                                           2
132                   J2:07                                            okka                                                           2
549                   J2:07                                            okka                                                           2
413                   J2:07                                            okka                                                           2
767                   J2:07                                            okka                                                           2
411                   J2:07                                            okka                                                           2
978                   J2:07                                            okka                                                           2
225                   J2:07                                            okka                                                           2
447                   J2:07                                            okka                                                           2
609                   J2:07                                            okka                                                           2
185                   J2:07                                            okka                                                           2
374                   J2:07                                            okka                                                           2
487                   J2:07                                            okka                                                           2
233                   J2:07                                            okka                                                           2
169                   J2:07                                            okka                                                           2
30                   J2:07                                            okka                                                           2
805                   J2:07                                            okka                                                           2
891                   J2:07                                            okka                                                           2
513                   J2:07                                            okka                                                           2
800                   J2:07                                            okka                                                           2
279                   J2:07                                            okka                                                           2
753                   J2:07                                            okka                                                           2
367                   J2:07                                            okka                                                           2
183                   J2:07                                            okka                                                           2
381                   J2:07                                            okka                                                           2
197                   J2:07                                            okka                                                           2
826                   J2:07                                            okka                                                           2
414                   J2:07                                            okka                                                           2
617                   J2:07                                            okka                                                           2
81                   J2:07                                            okka                                                           2
494                   J2:07                                            okka                                                           2
916                   J2:07                                            okka                                                           2
459                   J2:07                                            okka                                                           2
876                   J2:07                                            okka                                                           2
108                   J2:07                                            okka                                                           2
743                   J2:07                                            okka                                                           2
263                   J2:07                                            okka                                                           2
280                   J2:07                                            okka                                                           2
878                   J2:07                                            okka                                                           2
34                   J2:07                                            okka                                                           2
9                   J2:07                                            okka                                                           2
782                   J2:07                                            okka                                                           2
603                   J2:07                                            okka                                                           2
418                   J2:07                                            okka                                                           2
827                   J2:07                                            okka                                                           2
736                   J2:07                                            okka                                                           2
781                   J2:07                                            okka                                                           2
751                   J2:07                                            okka                                                           2
881                   J2:07                                            okka                                                           2
426                   J2:07                                            okka                                                           2
785                   J2:07                                            okka                                                           2
620                   J2:07                                            okka                                                           2
829                   J2:07                                            okka                                                           2
376                   J2:07                                            okka                                                           2
818                   J2:07                                            okka                                                           2
614                   J2:07                                            okka                                                           2
896                   J2:07                                            okka                                                           2
172                   J2:07                                            okka                                                           2
104                   J2:07                                            okka                                                           2
845                   J2:07                                            okka                                                           2
521                   J2:07                                            okka                                                           2
724                   J2:07                                            okka                                                           2
377                   J2:07                                            okka                                                           2
21                   J2:07                                            okka                                                           2
686                   J2:07                                            okka                                                           2
544                   J2:07                                            okka                                                           2
252                   J2:07                                            okka                                                           2
21                   J2:07                                            okka                                                           2
299                   J2:07                                            okka                                                           2
893                   J2:07                                            okka                                                           2
40                   J2:07                                            okka                                                           2
294                   J2:07                                            okka                                                           2
349                   J2:07                                            okka                                                           2
112                   J2:07                                            okka                                                           2
291                   J2:07                                            okka                                                           2
983                   J2:07                                            okka                                                           2
407                   J2:07                                            okka                                                           2
601                   J2:07                                            okka                                                           2
139                   J2:07                                            okka                                                           2
4                   J2:07                                            okka                                                           2
546                   J2:07                                            okka                                                           2
570                   J2:07                                            okka                                                           2
555                   J2:07                                            okka                                                           2
808                   J2:07                                            okka                                                           2
87                   J2:07                                            okka                                                           2
397                   J2:07                                            okka                                                           2
233                   J2:07                                            okka                                                           2
658                   J2:07                                            okka                                                           2
654                   J2:07                                            okka                                                           2
539                   J2:07                                            okka                                                           2
8                   J2:07                                            okka                                                           2
751                   J2:07                                            okka                                                           2
2                   J2:07                                            okka                                                           2
172                   J2:07                                            okka                                                           2
161                   J2:07                                            okka                                                           2
899                   J2:07                                            okka                                                           2
480                   J2:07                                            okka                                                           2
800                   J2:07                                            okka                                                           2
690                   J2:07                                            okka                                                           2
713                   J2:07                                            okka                                                           2
220                   J2:07                                            okka                                                           2
4                   J2:07                                            okka                                                           2
307                   J2:07                                            okka                                                           2
782                   J2:07                                            okka                                                           2
640                   J2:07                                            okka                                                           2
784                   J2:07                                            okka                                                           2
763                   J2:07                                            okka                                                           2
737                   J2:07                                            okka                                                           2
258                   J2:07                                            okka                                                           2
330                   J2:07                                            okka                                                           2
482                   J2:07                                            okka                                                           2
557                   J2:07                                            okka                                                           2
184                   J2:07                                            okka                                                           2
698                   J2:07                                            okka                                                           2
897                   J2:07                                            okka                                                           2
90                   J2:07                                            okka                                                           2
258                   J2:07                                            okka                                                           2
561                   J2:07                                            okka                                                           2
651                   J2:07                                            okka                                                           2
622                   J2:07                                            okka                                                           2
383                   J2:07                                            okka                                                           2
307                   J2:07                                            okka                                                           2
594                   J2:07                                            okka                                                           2
445                   J2:07                                            okka                                                           2
372                   J2:07                                            okka                                                           2
372                   J2:07                                            okka                                                           2
376                   J2:07                                            okka                                                           2
475                   J2:07                                            okka                                                           2
187                   J2:07                                            okka                                                           2
288                   J2:07                                            okka                                                           2
827                   J2:07                                            okka                                                           2
948                   J2:07                                            okka                                                           2
580                   J2:07                                            okka                                                           2
967                   J2:07                                            okka                                                           2
710                   J2:07                                            okka                                                           2
69                   J2:07                                            okka                                                           2
563                   J2:07                                            okka                                                           2
323                   J2:07                                            okka                                                           2
714                   J2:07                                            okka                                                           2
935                   J2:07                                            okka                                                           2
788                   J2:07                                            okka                                                           2
635                   J2:07                                            okka                                                           2
386                   J2:07                                            okka                                                           2
596                   J2:07                                            okka                                                           2
323                   J2:07                                            okka                                                           2
846                   J2:07                                            okka                                                           2
419                   J2:07                                            okka                                                           2
752                   J2:07                                            okka                                                           2
585                   J2:07                                            okka                                                           2
453                   J2:07                                            okka                                                           2
495                   J2:07                                            okka                                                           2
107                   J2:07                                            okka                                                           2
555                   J2:07                                            okka                                                           2
823                   J2:07                                            okka                                                           2
36                   J2:07                                            okka                                                           2
650                   J2:07                                            okka                                                           2
97                   J2:07                                            okka                                                           2
933                   J2:07                                            okka                                                           2
627                   J2:07                                            okka                                                           2
2                   J2:07                                            okka                                                           2
471                   J2:07                                            okka                                                           2
282                   J2:07                                            okka                                                           2
515                   J2:07                                            okka                                                           2
287                   J2:07                                            okka                                                           2
481                   J2:07                                            okka                                                           2
187                   J2:07                                            okka                                                           2
877                   J2:07                                            okka                                                           2
862                   J2:07                                            okka                                                           2
417                   J2:07                                            okka                                                           2
451                   J2:07                                            okka                                                           2
120                   J2:07                                            okka                                                           2
128                   J2:07                                            okka                                                           2
205                   J2:07                                            okka                                                           2
287                   J2:07                                            okka                                                           2
2                   J2:07                                            okka                                                           2
797                   J2:07                                            okka                                                           2
198                   J2:07                                            okka                                                           2
32                   J2:07                                            okka                                                           2
993                   J2:07                                            okka                                                           2
291                   J2:07                                            okka                                                           2
445                   J2:07                                            okka                                                           2
961                   J2:07                                            okka                                                           2
64                   J2:07                                            okka                                                           2
895                   J2:07                                            okka                                                           2
668                   J2:07                                            okka                                                           2
635                   J2:07                                            okka                                                           2
823                   J2:07                                            okka                                                           2
978                   J2:07                                            okka                                                           2
858                   J2:07                                            okka                                                           2
396                   J2:07                                            okka                                                           2
879                   J2:07                                            okka                                                           2
133                   J2:07                                            okka                                                           2
514                   J2:07                                            okka                                                           2
86                   J2:07                                            okka                                                           2
896                   J2:07                                            okka                                                           2
869                   J2:07                                            okka                                                           2
883                   J2:07                                            okka                                                           2
6                   J2:07                                            okka                                                           2
318                   J2:07                                            okka                                                           2
534                   J2:07                                            okka                                                           2
577                   J2:07                                            okka                                                           2
978                   J2:07                                            okka                                                           2
964                   J2:07                                            okka                                                           2
407                   J2:07                                            okka                                                           2
993                   J2:07                                            okka                                                           2
785                   J2:07                                            okka                                                           2
756                   J2:07                                            okka                                                           2
267                   J2:07                                            okka                                                           2
994                   J2:07                                            okka                                                           2
263                   J2:07                                            okka                                                           2
572                   J2:07                                            okka                                                           2
304                   J2:07                                            okka                                                           2
777                   J2:07                                            okka                                                           2
469                   J2:07                                            okka                                                           2
220                   J2:07                                            okka                                                           2
997                   J2:07                                            okka                                                           2
474                   J2:07                                            okka                                                           2
425                   J2:07                                            okka                                                           2
415                   J2:07                                            okka                                                           2
176                   J2:07                                            okka                                                           2
590                   J2:07                                            okka                                                           2
193                   J2:07                                            okka                                                           2
443                   J2:07                                            okka                                                           2
183                   J2:07                                            okka                                                           2
496                   J2:07                                            okka                                                           2
644                   J2:07                                            okka                                                           2
228                   J2:07                                            okka                                                           2
948                   J2:07                                            okka                                                           2
629                   J2:07                                            okka                                                           2
942                   J2:07                                            okka                                                           2
731                   J2:07                                            okka                                                           2
649                   J2:07                                            okka                                                           2
592                   J2:07                                            okka                                                           2
338                   J2:07                                            okka                                                           2
118                   J2:07                                            okka                                                           2
46                   J2:07                                            okka                                                           2
871                   J2:07                                            okka                                                           2
229                   J2:07                                            okka                                                           2
440                   J2:07                                            okka                                                           2
854                   J2:07                                            okka                                                           2
723                   J2:07                                            okka                                                           2
380                   J2:07                                            okka                                                           2
912                   J2:07                                            okka                                                           2
304                   J2:07                                            okka                                                           2
549                   J2:07                                            okka                                                           2
543                   J2:07                                            okka                                                           2
663                   J2:07                                            okka                                                           2
897                   J2:07                                            okka                                                           2
119                   J2:07                                            okka                                                           2
95                   J2:07                                            okka                                                           2
670                   J2:07                                            okka                                                           2
553                   J2:07                                            okka                                                           2
987                   J2:07                                            okka                                                           2
688                   J2:07                                            okka                                                           2
702                   J2:07                                            okka                                                           2
customer generated = 614
